mediaType,title,year,tags
MOVIE,The Insider,1999,Oscar Best Picture Nominee
MOVIE,The Sixth Sense,1999,Oscar Best Picture Nominee
MOVIE,The Straight Story,1999,Oscar Nominee
MOVIE,The Talented Mr. Ripley,1999,Oscar Nominee
MOVIE,Topsy-Turvy,1999,Oscar Nominee
MOVIE,Tumbleweeds,1999,Oscar Nominee
MOVIE,Almost Famous,2000,Oscar Nominee
MOVIE,Before Night Falls,2000,Oscar Nominee
MOVIE,Billy Elliot,2000,Oscar Nominee
MOVIE,Cast Away,2000,Oscar Nominee
MOVIE,Chocolat,2000,Oscar Best Picture Nominee
MOVIE,"Crouching Tiger, Hidden Dragon",2000,Oscar Best Picture Nominee
MOVIE,Erin Brockovich,2000,Oscar Best Picture Nominee
MOVIE,Gladiator,2000,Oscar Best Picture Winner
MOVIE,"O Brother, Where Art Thou?",2000,Oscar Nominee
MOVIE,Pollock,2000,Oscar Nominee
MOVIE,Quills,2000,Oscar Nominee
MOVIE,Requiem for a Dream,2000,Oscar Nominee
MOVIE,Shadow of the Vampire,2000,Oscar Nominee
MOVIE,The Contender,2000,Oscar Nominee
MOVIE,Traffic,2000,Oscar Best Picture Nominee
MOVIE,Wonder Boys,2000,Oscar Nominee
MOVIE,You Can Count on Me,2000,Oscar Nominee
MOVIE,A Beautiful Mind,2001,Oscar Best Picture Winner
MOVIE,Ali,2001,Oscar Nominee
MOVIE,Amélie,2001,Oscar Nominee
MOVIE,Black Hawk Down,2001,Oscar Nominee
MOVIE,Bridget Jones's Diary,2001,Oscar Nominee
MOVIE,Ghost World,2001,Oscar Nominee
MOVIE,Gosford Park,2001,Oscar Best Picture Nominee
MOVIE,I Am Sam,2001,Oscar Nominee
MOVIE,In the Bedroom,2001,Oscar Best Picture Nominee
MOVIE,Iris,2001,Oscar Nominee
MOVIE,Memento,2001,Oscar Nominee
MOVIE,Monster's Ball,2001,Oscar Nominee
MOVIE,Moulin Rouge!,2001,Oscar Best Picture Nominee
MOVIE,Mulholland Drive,2001,Oscar Nominee
MOVIE,Sexy Beast,2001,Oscar Nominee
MOVIE,Shrek,2001,Oscar Nominee
MOVIE,The Lord of the Rings: The Fellowship of the Ring,2001,Oscar Best Picture Nominee
MOVIE,The Royal Tenenbaums,2001,Oscar Nominee
MOVIE,Training Day,2001,Oscar Nominee
MOVIE,About a Boy,2002,Oscar Nominee
MOVIE,About Schmidt,2002,Oscar Nominee
MOVIE,Adaptation.,2002,Oscar Nominee
MOVIE,Catch Me If You Can,2002,Oscar Nominee
MOVIE,Chicago,2002,Oscar Best Picture Winner
MOVIE,Far from Heaven,2002,Oscar Nominee
MOVIE,Frida,2002,Oscar Nominee
MOVIE,Gangs of New York,2002,Oscar Best Picture Nominee
MOVIE,My Big Fat Greek Wedding,2002,Oscar Nominee
MOVIE,Road to Perdition,2002,Oscar Nominee
MOVIE,Talk to Her,2002,Oscar Nominee
MOVIE,The Hours,2002,Oscar Best Picture Nominee
MOVIE,The Lord of the Rings: The Two Towers,2002,Oscar Best Picture Nominee
MOVIE,The Pianist,2002,Oscar Best Picture Nominee
MOVIE,The Quiet American,2002,Oscar Nominee
MOVIE,Unfaithful,2002,Oscar Nominee
MOVIE,Y Tu Mamá También,2002,Oscar Nominee
MOVIE,21 Grams,2003,Oscar Nominee
MOVIE,American Splendor,2003,Oscar Nominee
MOVIE,City of God,2003,Oscar Nominee
MOVIE,Cold Mountain,2003,Oscar Nominee
MOVIE,Dirty Pretty Things,2003,Oscar Nominee
MOVIE,Finding Nemo,2003,Oscar Nominee
MOVIE,House of Sand and Fog,2003,Oscar Nominee
MOVIE,In America,2003,Oscar Nominee
MOVIE,Lost in Translation,2003,Oscar Best Picture Nominee
MOVIE,Master and Commander: The Far Side of the World,2003,Oscar Best Picture Nominee
MOVIE,Monster,2003,Oscar Nominee
MOVIE,Mystic River,2003,Oscar Best Picture Nominee
MOVIE,Pieces of April,2003,Oscar Nominee
MOVIE,Pirates of the Caribbean: The Curse of the Black Pearl,2003,Oscar Nominee
MOVIE,Seabiscuit,2003,Oscar Best Picture Nominee
MOVIE,Something's Gotta Give,2003,Oscar Nominee
MOVIE,The Barbarian Invasions,2003,Oscar Nominee
MOVIE,The Cooler,2003,Oscar Nominee
MOVIE,The Last Samurai,2003,Oscar Nominee
MOVIE,The Lord of the Rings: The Return of the King,2003,Oscar Best Picture Winner
MOVIE,Thirteen,2003,Oscar Nominee
MOVIE,Whale Rider,2003,Oscar Nominee
MOVIE,Before Sunset,2004,Oscar Nominee
MOVIE,Being Julia,2004,Oscar Nominee
MOVIE,Closer,2004,Oscar Nominee
MOVIE,Collateral,2004,Oscar Nominee
MOVIE,Eternal Sunshine of the Spotless Mind,2004,Oscar Nominee
MOVIE,Finding Neverland,2004,Oscar Best Picture Nominee
MOVIE,Hotel Rwanda,2004,Oscar Nominee
MOVIE,Kinsey,2004,Oscar Nominee
MOVIE,Maria Full of Grace,2004,Oscar Nominee
MOVIE,Million Dollar Baby,2004,Oscar Best Picture Winner
MOVIE,Ray,2004,Oscar Best Picture Nominee
MOVIE,Sideways,2004,Oscar Best Picture Nominee
MOVIE,The Aviator,2004,Oscar Best Picture Nominee
MOVIE,The Incredibles,2004,Oscar Nominee
MOVIE,The Motorcycle Diaries,2004,Oscar Nominee
MOVIE,Vera Drake,2004,Oscar Nominee
MOVIE,A History of Violence,2005,Oscar Nominee
MOVIE,Brokeback Mountain,2005,Oscar Best Picture Nominee
MOVIE,Capote,2005,Oscar Best Picture Nominee
MOVIE,Cinderella Man,2005,Oscar Nominee
MOVIE,Crash,2005,Oscar Best Picture Winner
MOVIE,"Good Night, and Good Luck",2005,Oscar Best Picture Nominee
MOVIE,Hustle & Flow,2005,Oscar Nominee
MOVIE,Junebug,2005,Oscar Nominee
MOVIE,Match Point,2005,Oscar Nominee
MOVIE,Mrs. Henderson Presents,2005,Oscar Nominee
MOVIE,Munich,2005,Oscar Best Picture Nominee
MOVIE,North Country,2005,Oscar Nominee
MOVIE,Pride & Prejudice,2005,Oscar Nominee
MOVIE,Syriana,2005,Oscar Nominee
MOVIE,The Constant Gardener,2005,Oscar Nominee
MOVIE,The Squid and the Whale,2005,Oscar Nominee
MOVIE,Transamerica,2005,Oscar Nominee
MOVIE,Walk the Line,2005,Oscar Nominee
MOVIE,Babel,2006,Oscar Best Picture Nominee
MOVIE,Blood Diamond,2006,Oscar Nominee
MOVIE,Borat,2006,Oscar Nominee
MOVIE,Children of Men,2006,Oscar Nominee
MOVIE,Dreamgirls,2006,Oscar Nominee
MOVIE,Half Nelson,2006,Oscar Nominee
MOVIE,Letters from Iwo Jima,2006,Oscar Best Picture Nominee
MOVIE,Little Children,2006,Oscar Nominee
MOVIE,Little Miss Sunshine,2006,Oscar Best Picture Nominee
MOVIE,Notes on a Scandal,2006,Oscar Nominee
MOVIE,Pan's Labyrinth,2006,Oscar Nominee
MOVIE,The Departed,2006,Oscar Best Picture Winner
MOVIE,The Devil Wears Prada,2006,Oscar Nominee
MOVIE,The Last King of Scotland,2006,Oscar Nominee
MOVIE,The Pursuit of Happyness,2006,Oscar Nominee
MOVIE,The Queen,2006,Oscar Best Picture Nominee
MOVIE,United 93,2006,Oscar Nominee
MOVIE,Venus,2006,Oscar Nominee
MOVIE,Volver,2006,Oscar Nominee
MOVIE,American Gangster,2007,Oscar Nominee
MOVIE,Atonement,2007,Oscar Best Picture Nominee
MOVIE,Away from Her,2007,Oscar Nominee
MOVIE,Charlie Wilson's War,2007,Oscar Nominee
MOVIE,Eastern Promises,2007,Oscar Nominee
MOVIE,Elizabeth: The Golden Age,2007,Oscar Nominee
MOVIE,Gone Baby Gone,2007,Oscar Nominee
MOVIE,I'm Not There,2007,Oscar Nominee
MOVIE,In the Valley of Elah,2007,Oscar Nominee
MOVIE,Into the Wild,2007,Oscar Nominee
MOVIE,Juno,2007,Oscar Best Picture Nominee
MOVIE,La Vie en Rose,2007,Oscar Nominee
MOVIE,Lars and the Real Girl,2007,Oscar Nominee
MOVIE,Michael Clayton,2007,Oscar Best Picture Nominee
MOVIE,No Country for Old Men,2007,Oscar Best Picture Winner
MOVIE,Ratatouille,2007,Oscar Nominee
MOVIE,Sweeney Todd: The Demon Barber of Fleet Street,2007,Oscar Nominee
MOVIE,The Assassination of Jesse James by the Coward Robert Ford,2007,Oscar Nominee
MOVIE,The Diving Bell and the Butterfly,2007,Oscar Nominee
MOVIE,The Savages,2007,Oscar Nominee
MOVIE,There Will Be Blood,2007,Oscar Best Picture Nominee
MOVIE,Changeling,2008,Oscar Nominee
MOVIE,Doubt,2008,Oscar Nominee
MOVIE,Frost/Nixon,2008,Oscar Best Picture Nominee
MOVIE,Frozen River,2008,Oscar Nominee
MOVIE,Happy-Go-Lucky,2008,Oscar Nominee
MOVIE,In Bruges,2008,Oscar Nominee
MOVIE,Milk,2008,Oscar Best Picture Nominee
MOVIE,Rachel Getting Married,2008,Oscar Nominee
MOVIE,Revolutionary Road,2008,Oscar Nominee
MOVIE,Slumdog Millionaire,2008,Oscar Best Picture Winner
MOVIE,The Curious Case of Benjamin Button,2008,Oscar Best Picture Nominee
MOVIE,The Dark Knight,2008,Oscar Nominee
MOVIE,The Reader,2008,Oscar Best Picture Nominee
MOVIE,The Visitor,2008,Oscar Nominee
MOVIE,The Wrestler,2008,Oscar Nominee
MOVIE,Tropic Thunder,2008,Oscar Nominee
MOVIE,Vicky Cristina Barcelona,2008,Oscar Nominee
MOVIE,WALL-E,2008,Oscar Nominee
MOVIE,A Serious Man,2009,Oscar Best Picture Nominee
MOVIE,A Single Man,2009,Oscar Nominee
MOVIE,An Education,2009,Oscar Best Picture Nominee
MOVIE,Avatar,2009,Oscar Best Picture Nominee
MOVIE,Crazy Heart,2009,Oscar Nominee
MOVIE,District 9,2009,Oscar Best Picture Nominee
MOVIE,In the Loop,2009,Oscar Nominee
MOVIE,Inglourious Basterds,2009,Oscar Best Picture Nominee
MOVIE,Invictus,2009,Oscar Nominee
MOVIE,Julie & Julia,2009,Oscar Nominee
MOVIE,Nine,2009,Oscar Nominee
MOVIE,Precious,2009,Oscar Best Picture Nominee
MOVIE,The Blind Side,2009,Oscar Best Picture Nominee
MOVIE,The Hurt Locker,2009,Oscar Best Picture Winner
MOVIE,The Last Station,2009,Oscar Nominee
MOVIE,The Lovely Bones,2009,Oscar Nominee
MOVIE,The Messenger,2009,Oscar Nominee
MOVIE,Up,2009,Oscar Best Picture Nominee
MOVIE,Up in the Air,2009,Oscar Best Picture Nominee
MOVIE,127 Hours,2010,Oscar Best Picture Nominee
MOVIE,Animal Kingdom,2010,Oscar Nominee
MOVIE,Another Year,2010,Oscar Nominee
MOVIE,Biutiful,2010,Oscar Nominee
MOVIE,Black Swan,2010,Oscar Best Picture Nominee
MOVIE,Blue Valentine,2010,Oscar Nominee
MOVIE,Inception,2010,Oscar Best Picture Nominee
MOVIE,Rabbit Hole,2010,Oscar Nominee
MOVIE,The Fighter,2010,Oscar Best Picture Nominee
MOVIE,The Kids Are All Right,2010,Oscar Best Picture Nominee
MOVIE,The King's Speech,2010,Oscar Best Picture Winner
MOVIE,The Social Network,2010,Oscar Best Picture Nominee
MOVIE,The Town,2010,Oscar Nominee
MOVIE,Toy Story 3,2010,Oscar Best Picture Nominee
MOVIE,True Grit,2010,Oscar Best Picture Nominee
MOVIE,Winter's Bone,2010,Oscar Best Picture Nominee
MOVIE,A Better Life,2011,Oscar Nominee
MOVIE,A Separation,2011,Oscar Nominee
MOVIE,Albert Nobbs,2011,Oscar Nominee
MOVIE,Beginners,2011,Oscar Nominee
MOVIE,Bridesmaids,2011,Oscar Nominee
MOVIE,Extremely Loud & Incredibly Close,2011,Oscar Best Picture Nominee
MOVIE,Hugo,2011,Oscar Best Picture Nominee
MOVIE,Margin Call,2011,Oscar Nominee
MOVIE,Midnight in Paris,2011,Oscar Best Picture Nominee
MOVIE,Moneyball,2011,Oscar Best Picture Nominee
MOVIE,My Week with Marilyn,2011,Oscar Nominee
MOVIE,The Artist,2011,Oscar Best Picture Winner
MOVIE,The Descendants,2011,Oscar Best Picture Nominee
MOVIE,The Girl with the Dragon Tattoo,2011,Oscar Nominee
MOVIE,The Help,2011,Oscar Best Picture Nominee
MOVIE,The Ides of March,2011,Oscar Nominee
MOVIE,The Iron Lady,2011,Oscar Nominee
MOVIE,The Tree of Life,2011,Oscar Best Picture Nominee
MOVIE,Tinker Tailor Soldier Spy,2011,Oscar Nominee
MOVIE,War Horse,2011,Oscar Best Picture Nominee
MOVIE,Warrior,2011,Oscar Nominee
MOVIE,Amour,2012,Oscar Best Picture Nominee
MOVIE,Argo,2012,Oscar Best Picture Winner
MOVIE,Beasts of the Southern Wild,2012,Oscar Best Picture Nominee
MOVIE,Django Unchained,2012,Oscar Best Picture Nominee
MOVIE,Flight,2012,Oscar Nominee
MOVIE,Les Misérables,2012,Oscar Best Picture Nominee
MOVIE,Life of Pi,2012,Oscar Best Picture Nominee
MOVIE,Lincoln,2012,Oscar Best Picture Nominee
MOVIE,Moonrise Kingdom,2012,Oscar Nominee
MOVIE,Silver Linings Playbook,2012,Oscar Best Picture Nominee
MOVIE,The Impossible,2012,Oscar Nominee
MOVIE,The Master,2012,Oscar Nominee
MOVIE,The Sessions,2012,Oscar Nominee
MOVIE,Zero Dark Thirty,2012,Oscar Best Picture Nominee
MOVIE,12 Years a Slave,2013,Oscar Best Picture Winner
MOVIE,American Hustle,2013,Oscar Best Picture Nominee
MOVIE,August: Osage County,2013,Oscar Nominee
MOVIE,Before Midnight,2013,Oscar Nominee
MOVIE,Blue Jasmine,2013,Oscar Nominee
MOVIE,Captain Phillips,2013,Oscar Best Picture Nominee
MOVIE,Dallas Buyers Club,2013,Oscar Best Picture Nominee
MOVIE,Gravity,2013,Oscar Best Picture Nominee
MOVIE,Her,2013,Oscar Best Picture Nominee
MOVIE,Nebraska,2013,Oscar Best Picture Nominee
MOVIE,Philomena,2013,Oscar Best Picture Nominee
MOVIE,The Wolf of Wall Street,2013,Oscar Best Picture Nominee
MOVIE,American Sniper,2014,Oscar Best Picture Nominee
MOVIE,Birdman,2014,Oscar Best Picture Nominee
MOVIE,Boyhood,2014,Oscar Best Picture Nominee
MOVIE,Foxcatcher,2014,Oscar Nominee
MOVIE,Gone Girl,2014,Oscar Nominee
MOVIE,Inherent Vice,2014,Oscar Nominee
MOVIE,Into the Woods,2014,Oscar Nominee
MOVIE,Nightcrawler,2014,Oscar Nominee
MOVIE,Selma,2014,Oscar Best Picture Nominee
MOVIE,Still Alice,2014,Oscar Nominee
MOVIE,The Grand Budapest Hotel,2014,Oscar Best Picture Nominee
MOVIE,The Imitation Game,2014,Oscar Best Picture Nominee
MOVIE,The Judge,2014,Oscar Nominee
MOVIE,The Theory of Everything,2014,Oscar Best Picture Nominee
MOVIE,"Two Days, One Night",2014,Oscar Nominee
MOVIE,Whiplash,2014,Oscar Best Picture Nominee
MOVIE,Wild,2014,Oscar Nominee
MOVIE,45 Years,2015,Oscar Nominee
MOVIE,Bridge of Spies,2015,Oscar Best Picture Nominee
MOVIE,Brooklyn,2015,Oscar Best Picture Nominee
MOVIE,Carol,2015,Oscar Nominee
MOVIE,Creed,2015,Oscar Nominee
MOVIE,Ex Machina,2015,Oscar Nominee
MOVIE,Inside Out,2015,Oscar Nominee
MOVIE,Joy,2015,Oscar Nominee
MOVIE,Mad Max: Fury Road,2015,Oscar Best Picture Nominee
MOVIE,Room,2015,Oscar Best Picture Nominee
MOVIE,Spotlight,2015,Oscar Best Picture Winner
MOVIE,Steve Jobs,2015,Oscar Nominee
MOVIE,Straight Outta Compton,2015,Oscar Nominee
MOVIE,The Big Short,2015,Oscar Best Picture Nominee
MOVIE,The Danish Girl,2015,Oscar Nominee
MOVIE,The Hateful Eight,2015,Oscar Nominee
MOVIE,The Martian,2015,Oscar Best Picture Nominee
MOVIE,The Revenant,2015,Oscar Best Picture Nominee
MOVIE,Trumbo,2015,Oscar Nominee
MOVIE,20th Century Women,2016,Oscar Nominee
MOVIE,Arrival,2016,Oscar Best Picture Nominee
MOVIE,Captain Fantastic,2016,Oscar Nominee
MOVIE,Elle,2016,Oscar Nominee
MOVIE,Fences,2016,Oscar Best Picture Nominee
MOVIE,Florence Foster Jenkins,2016,Oscar Nominee
MOVIE,Hacksaw Ridge,2016,Oscar Best Picture Nominee
MOVIE,Hell or High Water,2016,Oscar Best Picture Nominee
MOVIE,Hidden Figures,2016,Oscar Best Picture Nominee
MOVIE,Jackie,2016,Oscar Nominee
MOVIE,La La Land,2016,Oscar Best Picture Nominee
MOVIE,Lion,2016,Oscar Best Picture Nominee
MOVIE,Loving,2016,Oscar Nominee
MOVIE,Manchester by the Sea,2016,Oscar Best Picture Nominee
MOVIE,Moonlight,2016,Oscar Best Picture Winner
MOVIE,Nocturnal Animals,2016,Oscar Nominee
MOVIE,The Lobster,2016,Oscar Nominee
MOVIE,All the Money in the World,2017,Oscar Nominee
MOVIE,Call Me by Your Name,2017,Oscar Best Picture Nominee
MOVIE,Darkest Hour,2017,Oscar Best Picture Nominee
MOVIE,Dunkirk,2017,Oscar Best Picture Nominee
MOVIE,Get Out,2017,Oscar Best Picture Nominee
MOVIE,"I, Tonya",2017,Oscar Nominee
MOVIE,Lady Bird,2017,Oscar Best Picture Nominee
MOVIE,Logan,2017,Oscar Nominee
MOVIE,Molly's Game,2017,Oscar Nominee
MOVIE,Mudbound,2017,Oscar Nominee
MOVIE,Phantom Thread,2017,Oscar Best Picture Nominee
MOVIE,"Roman J. Israel, Esq.",2017,Oscar Nominee
MOVIE,The Big Sick,2017,Oscar Nominee
MOVIE,The Disaster Artist,2017,Oscar Nominee
MOVIE,The Florida Project,2017,Oscar Nominee
MOVIE,The Post,2017,Oscar Best Picture Nominee
MOVIE,The Shape of Water,2017,Oscar Best Picture Winner
MOVIE,"Three Billboards Outside Ebbing, Missouri",2017,Oscar Best Picture Nominee
MOVIE,A Star Is Born,2018,Oscar Best Picture Nominee
MOVIE,At Eternity's Gate,2018,Oscar Nominee
MOVIE,Black Panther,2018,Oscar Best Picture Nominee
MOVIE,BlacKkKlansman,2018,Oscar Best Picture Nominee
MOVIE,Bohemian Rhapsody,2018,Oscar Best Picture Nominee
MOVIE,Can You Ever Forgive Me?,2018,Oscar Nominee
MOVIE,Cold War,2018,Oscar Nominee
MOVIE,First Reformed,2018,Oscar Nominee
MOVIE,Green Book,2018,Oscar Best Picture Winner
MOVIE,If Beale Street Could Talk,2018,Oscar Nominee
MOVIE,Roma,2018,Oscar Best Picture Nominee
MOVIE,The Ballad of Buster Scruggs,2018,Oscar Nominee
MOVIE,The Favourite,2018,Oscar Best Picture Nominee
MOVIE,The Wife,2018,Oscar Nominee
MOVIE,Vice,2018,Oscar Best Picture Nominee
MOVIE,1917,2019,Oscar Best Picture Nominee
MOVIE,A Beautiful Day in the Neighborhood,2019,Oscar Nominee
MOVIE,Bombshell,2019,Oscar Nominee
MOVIE,Ford v Ferrari,2019,Oscar Best Picture Nominee
MOVIE,Harriet,2019,Oscar Nominee
MOVIE,Jojo Rabbit,2019,Oscar Best Picture Nominee
MOVIE,Joker,2019,Oscar Best Picture Nominee
MOVIE,Judy,2019,Oscar Nominee
MOVIE,Knives Out,2019,Oscar Nominee
MOVIE,Little Women,2019,Oscar Best Picture Nominee
MOVIE,Marriage Story,2019,Oscar Best Picture Nominee
MOVIE,Once Upon a Time in Hollywood,2019,Oscar Best Picture Nominee
MOVIE,Pain and Glory,2019,Oscar Nominee
MOVIE,Parasite,2019,Oscar Best Picture Winner
MOVIE,Richard Jewell,2019,Oscar Nominee
MOVIE,The Irishman,2019,Oscar Best Picture Nominee
MOVIE,The Two Popes,2019,Oscar Nominee
MOVIE,Another Round,2020,Oscar Nominee
MOVIE,Borat Subsequent Moviefilm,2020,Oscar Nominee
MOVIE,Hillbilly Elegy,2020,Oscar Nominee
MOVIE,Ma Rainey's Black Bottom,2020,Oscar Nominee
MOVIE,Mank,2020,Oscar Best Picture Nominee
MOVIE,Minari,2020,Oscar Best Picture Nominee
MOVIE,Nomadland,2020,Oscar Best Picture Winner
MOVIE,One Night in Miami...,2020,Oscar Nominee
MOVIE,Pieces of a Woman,2020,Oscar Nominee
MOVIE,Promising Young Woman,2020,Oscar Best Picture Nominee
MOVIE,Sound of Metal,2020,Oscar Best Picture Nominee
MOVIE,The Father,2020,Oscar Best Picture Nominee
MOVIE,The Trial of the Chicago 7,2020,Oscar Best Picture Nominee
MOVIE,The White Tiger,2020,Oscar Nominee
MOVIE,Being the Ricardos,2021,Oscar Nominee
MOVIE,Belfast,2021,Oscar Best Picture Nominee
MOVIE,CODA,2021,Oscar Best Picture Winner
MOVIE,Don't Look Up,2021,Oscar Best Picture Nominee
MOVIE,Drive My Car,2021,Oscar Best Picture Nominee
MOVIE,Dune,2021,Oscar Best Picture Nominee
MOVIE,Judas and the Black Messiah,2021,Oscar Best Picture Nominee
MOVIE,King Richard,2021,Oscar Best Picture Nominee
MOVIE,Licorice Pizza,2021,Oscar Best Picture Nominee
MOVIE,Nightmare Alley,2021,Oscar Best Picture Nominee
MOVIE,Parallel Mothers,2021,Oscar Nominee
MOVIE,Spencer,2021,Oscar Nominee
MOVIE,The Eyes of Tammy Faye,2021,Oscar Nominee
MOVIE,The Lost Daughter,2021,Oscar Nominee
MOVIE,The Power of the Dog,2021,Oscar Best Picture Nominee
MOVIE,The Tragedy of Macbeth,2021,Oscar Nominee
MOVIE,The United States vs. Billie Holiday,2021,Oscar Nominee
MOVIE,The Worst Person in the World,2021,Oscar Nominee
MOVIE,"Tick, Tick... Boom!",2021,Oscar Nominee
MOVIE,West Side Story,2021,Oscar Best Picture Nominee
MOVIE,Aftersun,2022,Oscar Nominee
MOVIE,All Quiet on the Western Front,2022,Oscar Best Picture Nominee
MOVIE,Avatar: The Way of Water,2022,Oscar Best Picture Nominee
MOVIE,Black Panther: Wakanda Forever,2022,Oscar Nominee
MOVIE,Blonde,2022,Oscar Nominee
MOVIE,Causeway,2022,Oscar Nominee
MOVIE,Elvis,2022,Oscar Best Picture Nominee
MOVIE,Everything Everywhere All at Once,2022,Oscar Best Picture Winner
MOVIE,Glass Onion: A Knives Out Mystery,2022,Oscar Nominee
MOVIE,Living,2022,Oscar Nominee
MOVIE,Tár,2022,Oscar Best Picture Nominee
MOVIE,The Banshees of Inisherin,2022,Oscar Best Picture Nominee
MOVIE,The Fabelmans,2022,Oscar Best Picture Nominee
MOVIE,The Whale,2022,Oscar Nominee
MOVIE,To Leslie,2022,Oscar Nominee
MOVIE,Top Gun: Maverick,2022,Oscar Best Picture Nominee
MOVIE,Triangle of Sadness,2022,Oscar Best Picture Nominee
MOVIE,Women Talking,2022,Oscar Best Picture Nominee
MOVIE,American Fiction,2023,Oscar Best Picture Nominee
MOVIE,Anatomy of a Fall,2023,Oscar Best Picture Nominee
MOVIE,Barbie,2023,Oscar Best Picture Nominee
MOVIE,Killers of the Flower Moon,2023,Oscar Best Picture Nominee
MOVIE,Maestro,2023,Oscar Best Picture Nominee
MOVIE,May December,2023,Oscar Nominee
MOVIE,Nyad,2023,Oscar Nominee
MOVIE,Oppenheimer,2023,Oscar Best Picture Winner
MOVIE,Past Lives,2023,Oscar Best Picture Nominee
MOVIE,Poor Things,2023,Oscar Best Picture Nominee
MOVIE,Rustin,2023,Oscar Nominee
MOVIE,The Color Purple,2023,Oscar Nominee
MOVIE,The Holdovers,2023,Oscar Best Picture Nominee
MOVIE,The Zone of Interest,2023,Oscar Best Picture Nominee
MOVIE,A Complete Unknown,2024,Oscar Best Picture Nominee
MOVIE,A Real Pain,2024,Oscar Nominee
MOVIE,Anora,2024,Oscar Best Picture Winner
MOVIE,Conclave,2024,Oscar Best Picture Nominee
MOVIE,Dune: Part Two,2024,Oscar Best Picture Nominee
MOVIE,Emilia Pérez,2024,Oscar Best Picture Nominee
MOVIE,I'm Still Here,2024,Oscar Best Picture Nominee
MOVIE,Nickel Boys,2024,Oscar Best Picture Nominee
MOVIE,September 5,2024,Oscar Nominee
MOVIE,Sing Sing,2024,Oscar Nominee
MOVIE,The Apprentice,2024,Oscar Nominee
MOVIE,The Brutalist,2024,Oscar Best Picture Nominee
MOVIE,The Substance,2024,Oscar Best Picture Nominee
MOVIE,Wicked,2024,Oscar Best Picture Nominee
MOVIE,Blue Moon,2025,Oscar Nominee
MOVIE,Bugonia,2025,Oscar Best Picture Nominee
MOVIE,F1,2025,Oscar Best Picture Nominee
MOVIE,Frankenstein,2025,Oscar Best Picture Nominee
MOVIE,Hamnet,2025,Oscar Best Picture Nominee
MOVIE,If I Had Legs I'd Kick You,2025,Oscar Nominee
MOVIE,It Was Just an Accident,2025,Oscar Nominee
MOVIE,Marty Supreme,2025,Oscar Best Picture Nominee
MOVIE,One Battle After Another,2025,Oscar Best Picture Winner
MOVIE,Sentimental Value,2025,Oscar Best Picture Nominee
MOVIE,Sinners,2025,Oscar Best Picture Nominee
MOVIE,Song Sung Blue,2025,Oscar Nominee
MOVIE,The Secret Agent,2025,Oscar Best Picture Nominee
MOVIE,Train Dreams,2025,Oscar Best Picture Nominee
MOVIE,Weapons,2025,Oscar Nominee
